4687
-15.5,-11.5,0,0
-14.5,-11.5,0,0
-13.5,-11.5,0,0
-12.5,-11.5,0,0
-11.5,-11.5,0,0
-10.5,-11.5,0,0
-9.5,-11.5,0,0
-8.5,-11.5,0,0
-7.5,-11.5,0,0
-6.5,-11.5,0,0
-5.5,-11.5,0,0
-4.5,-11.5,0,0
-3.5,-11.5,0,0
-2.5,-11.5,0,7
-1.5,-11.5,0,13
-0.5,-11.5,0,13
0.5,-11.5,0,13
1.5,-11.5,0,4
2.5,-11.5,0,0
3.5,-11.5,0,0
4.5,-11.5,0,0
5.5,-11.5,0,0
6.5,-11.5,0,0
7.5,-11.5,0,0
8.5,-11.5,0,0
9.5,-11.5,0,0
10.5,-11.5,0,0
9.5,-10.5,0,0
8.5,-10.5,0,0
7.5,-10.5,0,0
6.5,-10.5,0,0
5.5,-10.5,0,0
4.5,-10.5,0,0
3.5,-10.5,0,0
2.5,-10.5,0,0
1.5,-10.5,0,4
0.5,-10.5,0,13
-0.5,-10.5,0,13
-1.5,-10.5,0,13
-2.5,-10.5,0,7
-3.5,-10.5,0,0
-4.5,-10.5,0,0
-5.5,-10.5,0,0
-6.5,-10.5,0,0
-7.5,-10.5,0,0
-8.5,-10.5,0,0
-9.5,-10.5,0,0
-10.5,-10.5,0,0
-11.5,-10.5,0,0
-12.5,-10.5,0,0
-13.5,-10.5,0,0
-14.5,-10.5,0,0
-15.5,-10.5,0,0
-15.5,-9.5,0,0
-15.5,-8.5,0,0
-14.5,-9.5,0,0
-13.5,-9.5,0,0
-12.5,-9.5,0,0
-11.5,-9.5,0,0
-10.5,-9.5,0,0
-9.5,-9.5,0,0
-8.5,-9.5,0,0
-7.5,-9.5,0,0
-6.5,-9.5,0,0
-5.5,-9.5,0,0
-4.5,-9.5,0,0
-3.5,-9.5,0,0
-2.5,-9.5,0,7
-1.5,-9.5,0,13
-0.5,-9.5,0,13
0.5,-9.5,0,13
1.5,-9.5,0,4
2.5,-9.5,0,0
3.5,-9.5,0,0
4.5,-9.5,0,0
5.5,-9.5,0,0
6.5,-9.5,0,0
7.5,-9.5,0,0
8.5,-9.5,0,0
9.5,-9.5,0,0
10.5,-9.5,0,0
11.5,-8.5,0,0
10.5,-8.5,0,0
9.5,-8.5,0,0
8.5,-8.5,0,0
7.5,-8.5,0,0
6.5,-8.5,0,0
5.5,-8.5,0,0
4.5,-8.5,0,0
3.5,-8.5,0,0
2.5,-8.5,0,0
1.5,-8.5,0,4
0.5,-8.5,0,13
-0.5,-8.5,0,13
-1.5,-8.5,0,13
-2.5,-8.5,0,7
-3.5,-8.5,0,0
-4.5,-8.5,0,0
-5.5,-8.5,0,0
-6.5,-8.5,0,0
-7.5,-8.5,0,0
-8.5,-8.5,0,0
-9.5,-8.5,0,0
-10.5,-8.5,0,0
-11.5,-8.5,0,0
-12.5,-8.5,0,0
-13.5,-8.5,0,0
-14.5,-8.5,0,0
-15.5,-7.5,0,0
-15.5,-6.5,0,0
-14.5,-6.5,0,0
-14.5,-7.5,0,0
-13.5,-7.5,0,0
-12.5,-7.5,0,0
-11.5,-7.5,0,0
-10.5,-7.5,0,0
-9.5,-7.5,0,0
-8.5,-7.5,0,0
-7.5,-7.5,0,0
-6.5,-7.5,0,0
-5.5,-7.5,0,0
-4.5,-7.5,0,0
-3.5,-7.5,0,0
-2.5,-7.5,0,7
-1.5,-7.5,0,13
-0.5,-7.5,0,13
0.5,-7.5,0,13
1.5,-7.5,0,4
2.5,-7.5,0,0
3.5,-7.5,0,0
4.5,-7.5,0,0
5.5,-7.5,0,0
6.5,-7.5,0,0
7.5,-7.5,0,0
8.5,-7.5,0,0
9.5,-7.5,0,0
10.5,-7.5,0,0
11.5,-7.5,0,0
12.5,-7.5,0,0
13.5,-7.5,0,0
14.5,-7.5,0,0
15.5,-6.5,0,0
14.5,-6.5,0,0
13.5,-6.5,0,0
12.5,-6.5,0,0
11.5,-6.5,0,0
10.5,-6.5,0,0
9.5,-6.5,0,0
8.5,-6.5,0,0
7.5,-6.5,0,0
1.5,-6.5,0,4
0.5,-6.5,0,13
-0.5,-6.5,0,13
-1.5,-6.5,0,13
-2.5,-6.5,0,7
-3.5,-6.5,0,0
-4.5,-6.5,0,0
-5.5,-6.5,0,0
-6.5,-6.5,0,0
-7.5,-6.5,0,0
-8.5,-6.5,0,0
-9.5,-6.5,0,0
-10.5,-6.5,0,0
-11.5,-6.5,0,0
-12.5,-6.5,0,0
-13.5,-6.5,0,0
-14.5,-5.5,0,0
-15.5,-5.5,0,0
-13.5,-5.5,0,0
-12.5,-5.5,0,0
-11.5,-5.5,0,0
-10.5,-5.5,0,0
-9.5,-5.5,0,0
-8.5,-5.5,0,0
-7.5,-5.5,0,0
-6.5,-5.5,0,0
-5.5,-5.5,0,0
-4.5,-5.5,0,0
-3.5,-5.5,0,0
-2.5,-5.5,0,7
-1.5,-5.5,0,13
-0.5,-5.5,0,13
0.5,-5.5,0,13
8.5,-5.5,0,0
9.5,-5.5,0,0
10.5,-5.5,0,0
11.5,-5.5,0,0
12.5,-5.5,0,0
13.5,-5.5,0,0
14.5,-5.5,0,0
15.5,-5.5,0,0
15.5,-4.5,0,0
14.5,-4.5,0,0
13.5,-4.5,0,0
12.5,-4.5,0,0
11.5,-4.5,0,0
10.5,-4.5,0,0
9.5,-4.5,0,0
8.5,-4.5,0,0
0.5,-4.5,0,13
-0.5,-4.5,0,13
-1.5,-4.5,0,13
-2.5,-4.5,0,7
-3.5,-4.5,0,0
-4.5,-4.5,0,0
-5.5,-4.5,0,0
-6.5,-4.5,0,0
-7.5,-4.5,0,0
-8.5,-4.5,0,0
-9.5,-4.5,0,0
-10.5,-4.5,0,0
-11.5,-4.5,0,0
-12.5,-4.5,0,0
-13.5,-4.5,0,0
-14.5,-4.5,0,0
-15.5,-4.5,0,0
-15.5,-3.5,0,0
-14.5,-3.5,0,0
-13.5,-3.5,0,0
-12.5,-3.5,0,0
-11.5,-3.5,0,0
-10.5,-3.5,0,0
-9.5,-3.5,0,0
-8.5,-3.5,0,0
-7.5,-3.5,0,0
-6.5,-3.5,0,0
-5.5,-3.5,0,0
-4.5,-3.5,0,0
-3.5,-3.5,0,0
-2.5,-3.5,0,7
-1.5,-3.5,0,13
-0.5,-3.5,0,13
0.5,-3.5,0,13
8.5,-3.5,0,0
9.5,-3.5,0,0
10.5,-3.5,0,0
11.5,-3.5,0,0
12.5,-3.5,0,0
13.5,-3.5,0,0
14.5,-3.5,0,0
15.5,-3.5,0,0
15.5,-2.5,0,0
15.5,-1.5,0,12
14.5,-1.5,0,12
13.5,-1.5,0,12
12.5,-1.5,0,12
11.5,-1.5,0,12
10.5,-1.5,0,12
9.5,-1.5,0,12
8.5,-1.5,0,12
7.5,-1.5,0,12
6.5,-1.5,0,12
5.5,-1.5,0,12
4.5,-1.5,0,12
3.5,-1.5,0,12
2.5,-1.5,0,12
1.5,-1.5,0,6
0.5,-1.5,0,13
-0.5,-1.5,0,13
-1.5,-1.5,0,13
-2.5,-1.5,0,11
-3.5,-1.5,0,12
-4.5,-1.5,0,12
-5.5,-1.5,0,12
-6.5,-1.5,0,12
-7.5,-1.5,0,12
-8.5,-1.5,0,12
-9.5,-1.5,0,12
-10.5,-1.5,0,12
-11.5,-1.5,0,12
-12.5,-1.5,0,12
-13.5,-1.5,0,12
-14.5,-1.5,0,12
-15.5,-1.5,0,12
-15.5,-2.5,0,0
-14.5,-2.5,0,0
-13.5,-2.5,0,0
-12.5,-2.5,0,0
-11.5,-2.5,0,0
-10.5,-2.5,0,0
-9.5,-2.5,0,0
-8.5,-2.5,0,0
-7.5,-2.5,0,0
-6.5,-2.5,0,0
-5.5,-2.5,0,0
-4.5,-2.5,0,0
-3.5,-2.5,0,0
-2.5,-2.5,0,7
-1.5,-2.5,0,13
-0.5,-2.5,0,13
0.5,-2.5,0,13
8.5,-2.5,0,0
9.5,-2.5,0,0
10.5,-2.5,0,0
11.5,-2.5,0,0
12.5,-2.5,0,0
13.5,-2.5,0,0
14.5,-2.5,0,0
14.5,-0.5,0,13
15.5,-0.5,0,13
15.5,0.5,0,13
15.5,1.5,0,8
15.5,2.5,0,0
15.5,3.5,0,0
15.5,4.5,0,0
15.5,5.5,0,0
15.5,6.5,0,0
